Timestamp: 12:34   , Event Type: Purchase   , User ID: 882
Timestamp: 18:18   , Event Type: Login   , User ID: 796
Timestamp: 8:22   , Event Type: Logout   , User ID: 817
Timestamp: 11:40   , Event Type: Error   , User ID: 368
Timestamp: 23:38   , Event Type: Error   , User ID: 824
Timestamp: 22:36   , Event Type: ViewPage   , User ID: 479
Timestamp: 2:3   , Event Type: ViewPage   , User ID: 439
Timestamp: 23:32   , Event Type: Error   , User ID: 510
Timestamp: 5:28   , Event Type: Error   , User ID: 104
Timestamp: 3:57   , Event Type: Error   , User ID: 83
Timestamp: 14:39   , Event Type: Purchase   , User ID: 799
Timestamp: 10:4   , Event Type: Login   , User ID: 952
Timestamp: 16:33   , Event Type: Purchase   , User ID: 817
Timestamp: 13:55   , Event Type: Logout   , User ID: 423
Timestamp: 19:43   , Event Type: Login   , User ID: 143
Timestamp: 8:55   , Event Type: ViewPage   , User ID: 741
Timestamp: 12:25   , Event Type: Purchase   , User ID: 106
Timestamp: 9:9   , Event Type: Error   , User ID: 921
Timestamp: 3:6   , Event Type: ViewPage   , User ID: 582
Timestamp: 6:50   , Event Type: Logout   , User ID: 987
Timestamp: 7:53   , Event Type: Purchase   , User ID: 569
Timestamp: 3:32   , Event Type: Login   , User ID: 759
Timestamp: 11:8   , Event Type: ViewPage   , User ID: 778
Timestamp: 17:33   , Event Type: Purchase   , User ID: 753
Timestamp: 20:36   , Event Type: ViewPage   , User ID: 12
Timestamp: 7:53   , Event Type: Error   , User ID: 585
Timestamp: 9:9   , Event Type: Error   , User ID: 930
Timestamp: 21:13   , Event Type: ViewPage   , User ID: 798
Timestamp: 1:44   , Event Type: Logout   , User ID: 82
Timestamp: 3:40   , Event Type: Purchase   , User ID: 604
Timestamp: 8:57   , Event Type: Error   , User ID: 156
Timestamp: 14:14   , Event Type: Error   , User ID: 648
Timestamp: 17:25   , Event Type: Logout   , User ID: 714
Timestamp: 3:57   , Event Type: Login   , User ID: 48
Timestamp: 4:6   , Event Type: Login   , User ID: 215
Timestamp: 10:26   , Event Type: Error   , User ID: 549
Timestamp: 17:23   , Event Type: Purchase   , User ID: 410
Timestamp: 3:18   , Event Type: Logout   , User ID: 610
Timestamp: 3:35   , Event Type: Error   , User ID: 82
Timestamp: 12:7   , Event Type: Login   , User ID: 540
Timestamp: 6:59   , Event Type: Login   , User ID: 704
Timestamp: 0:26   , Event Type: ViewPage   , User ID: 793
Timestamp: 17:47   , Event Type: Logout   , User ID: 546
